Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
International Agriculture Minor,18,FOR 418,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,FOR 488Y,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,GEOG 210,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,INTAG 300,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,PPEM 405,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,SOILS 71,N/A,,Select 0-3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,AGBM 470A,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,AGBM 470B,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,AGECO 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,ANSC 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,CED 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,ERM 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,FDSC 460,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,FDSC 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,HORT 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,INTAG 199,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,INTAG 470A,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,INTAG 470B,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,INTAG 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,SOILS 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
International Agriculture Minor,18,VBSC 499,N/A,,Select 3 Credits,"This minor requires 18 credits and may be combined with any undergraduate major in the University. Some courses require prerequisites not included in the minor. World language competence is highly recommended.; Students are given the option of participating in a semester study abroad program that would be discussed and approved by the INTAG coordinator and the student's academic adviser. Twelve credits maximum can count toward the minor, and should normally only fulfill elective and internationally-oriented experience credits, and not replace prescribed credits for the minor. The semester study abroad program needs to focus on courses within the food, agriculture or natural resources areas.; Students must have six credits of 400-level course work for the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; With approval of INTAG minor coordinator.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/international-agriculture-minor/
